,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
5811,Addis Ababa Central,PM2.5 - Principal,2018-09-27 01:00:00,2018,9,27,1,169.1,219,Very Unhealthy,101.0,UG/M3,1 Hr,Valid
5812,Addis Ababa Central,PM2.5 - Principal,2018-09-27 02:00:00,2018,9,27,2,104.5,176,Unhealthy,40.0,UG/M3,1 Hr,Valid
5813,Addis Ababa Central,PM2.5 - Principal,2018-09-27 03:00:00,2018,9,27,3,60.7,154,Unhealthy,17.0,UG/M3,1 Hr,Valid
5814,Addis Ababa Central,PM2.5 - Principal,2018-09-27 04:00:00,2018,9,27,4,38.3,108,Unhealthy for Sensitive Groups,16.0,UG/M3,1 Hr,Valid
5815,Addis Ababa Central,PM2.5 - Principal,2018-09-27 05:00:00,2018,9,27,5,28.1,85,Moderate,18.0,UG/M3,1 Hr,Valid
5816,Addis Ababa Central,PM2.5 - Principal,2018-09-27 06:00:00,2018,9,27,6,25.0,78,Moderate,22.0,UG/M3,1 Hr,Valid
5817,Addis Ababa Central,PM2.5 - Principal,2018-09-27 07:00:00,2018,9,27,7,31.5,92,Moderate,38.0,UG/M3,1 Hr,Valid
5818,Addis Ababa Central,PM2.5 - Principal,2018-09-27 08:00:00,2018,9,27,8,42.2,117,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
5819,Addis Ababa Central,PM2.5 - Principal,2018-09-27 09:00:00,2018,9,27,9,40.6,114,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
5820,Addis Ababa Central,PM2.5 - Principal,2018-09-27 10:00:00,2018,9,27,10,35.2,100,Moderate,30.0,UG/M3,1 Hr,Valid
5821,Addis Ababa Central,PM2.5 - Principal,2018-09-27 11:00:00,2018,9,27,11,27.6,84,Moderate,20.0,UG/M3,1 Hr,Valid
5822,Addis Ababa Central,PM2.5 - Principal,2018-09-27 12:00:00,2018,9,27,12,22.7,73,Moderate,18.0,UG/M3,1 Hr,Valid
5823,Addis Ababa Central,PM2.5 - Principal,2018-09-27 13:00:00,2018,9,27,13,20.8,69,Moderate,19.0,UG/M3,1 Hr,Valid
5824,Addis Ababa Central,PM2.5 - Principal,2018-09-27 14:00:00,2018,9,27,14,19.9,67,Moderate,19.0,UG/M3,1 Hr,Valid
5825,Addis Ababa Central,PM2.5 - Principal,2018-09-27 15:00:00,2018,9,27,15,19.9,67,Moderate,20.0,UG/M3,1 Hr,Valid
5826,Addis Ababa Central,PM2.5 - Principal,2018-09-27 16:00:00,2018,9,27,16,18.9,65,Moderate,18.0,UG/M3,1 Hr,Valid
5827,Addis Ababa Central,PM2.5 - Principal,2018-09-27 17:00:00,2018,9,27,17,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
5828,Addis Ababa Central,PM2.5 - Principal,2018-09-27 18:00:00,2018,9,27,18,24.2,76,Moderate,29.0,UG/M3,1 Hr,Valid
5829,Addis Ababa Central,PM2.5 - Principal,2018-09-27 19:00:00,2018,9,27,19,28.6,86,Moderate,33.0,UG/M3,1 Hr,Valid
5830,Addis Ababa Central,PM2.5 - Principal,2018-09-27 20:00:00,2018,9,27,20,28.8,86,Moderate,29.0,UG/M3,1 Hr,Valid
5831,Addis Ababa Central,PM2.5 - Principal,2018-09-27 21:00:00,2018,9,27,21,28.2,85,Moderate,28.0,UG/M3,1 Hr,Valid
5832,Addis Ababa Central,PM2.5 - Principal,2018-09-27 22:00:00,2018,9,27,22,24.4,77,Moderate,20.0,UG/M3,1 Hr,Valid
5833,Addis Ababa Central,PM2.5 - Principal,2018-09-27 23:00:00,2018,9,27,23,21.5,71,Moderate,18.0,UG/M3,1 Hr,Valid
5834,Addis Ababa Central,PM2.5 - Principal,2018-09-28 00:00:00,2018,9,28,0,16.5,60,Moderate,12.0,UG/M3,1 Hr,Valid
5835,Addis Ababa Central,PM2.5 - Principal,2018-09-28 01:00:00,2018,9,28,1,13.7,54,Moderate,11.0,UG/M3,1 Hr,Valid
5836,Addis Ababa Central,PM2.5 - Principal,2018-09-28 02:00:00,2018,9,28,2,13.3,54,Moderate,13.0,UG/M3,1 Hr,Valid
5837,Addis Ababa Central,PM2.5 - Principal,2018-09-28 03:00:00,2018,9,28,3,14.1,55,Moderate,15.0,UG/M3,1 Hr,Valid
5838,Addis Ababa Central,PM2.5 - Principal,2018-09-28 04:00:00,2018,9,28,4,15.0,57,Moderate,16.0,UG/M3,1 Hr,Valid
5839,Addis Ababa Central,PM2.5 - Principal,2018-09-28 05:00:00,2018,9,28,5,15.0,57,Moderate,15.0,UG/M3,1 Hr,Valid
5840,Addis Ababa Central,PM2.5 - Principal,2018-09-28 06:00:00,2018,9,28,6,15.5,58,Moderate,16.0,UG/M3,1 Hr,Valid
5841,Addis Ababa Central,PM2.5 - Principal,2018-09-28 07:00:00,2018,9,28,7,16.2,60,Moderate,17.0,UG/M3,1 Hr,Valid
5842,Addis Ababa Central,PM2.5 - Principal,2018-09-28 08:00:00,2018,9,28,8,17.6,63,Moderate,19.0,UG/M3,1 Hr,Valid
5843,Addis Ababa Central,PM2.5 - Principal,2018-09-28 09:00:00,2018,9,28,9,15.8,59,Moderate,14.0,UG/M3,1 Hr,Valid
5844,Addis Ababa Central,PM2.5 - Principal,2018-09-28 10:00:00,2018,9,28,10,15.1,57,Moderate,14.0,UG/M3,1 Hr,Valid
5845,Addis Ababa Central,PM2.5 - Principal,2018-09-28 11:00:00,2018,9,28,11,14.6,56,Moderate,14.0,UG/M3,1 Hr,Valid
5846,Addis Ababa Central,PM2.5 - Principal,2018-09-28 12:00:00,2018,9,28,12,13.5,54,Moderate,12.0,UG/M3,1 Hr,Valid
5847,Addis Ababa Central,PM2.5 - Principal,2018-09-28 13:00:00,2018,9,28,13,13.8,55,Moderate,14.0,UG/M3,1 Hr,Valid
5848,Addis Ababa Central,PM2.5 - Principal,2018-09-28 14:00:00,2018,9,28,14,13.9,55,Moderate,14.0,UG/M3,1 Hr,Valid
5849,Addis Ababa Central,PM2.5 - Principal,2018-09-28 15:00:00,2018,9,28,15,13.5,54,Moderate,13.0,UG/M3,1 Hr,Valid
5850,Addis Ababa Central,PM2.5 - Principal,2018-09-28 16:00:00,2018,9,28,16,13.7,54,Moderate,14.0,UG/M3,1 Hr,Valid
5851,Addis Ababa Central,PM2.5 - Principal,2018-09-28 17:00:00,2018,9,28,17,13.4,54,Moderate,13.0,UG/M3,1 Hr,Valid
5852,Addis Ababa Central,PM2.5 - Principal,2018-09-28 18:00:00,2018,9,28,18,14.0,55,Moderate,15.0,UG/M3,1 Hr,Valid
5853,Addis Ababa Central,PM2.5 - Principal,2018-09-28 19:00:00,2018,9,28,19,15.4,58,Moderate,18.0,UG/M3,1 Hr,Valid
5854,Addis Ababa Central,PM2.5 - Principal,2018-09-28 20:00:00,2018,9,28,20,18.6,65,Moderate,22.0,UG/M3,1 Hr,Valid
5855,Addis Ababa Central,PM2.5 - Principal,2018-09-28 21:00:00,2018,9,28,21,18.8,65,Moderate,19.0,UG/M3,1 Hr,Valid
5856,Addis Ababa Central,PM2.5 - Principal,2018-09-28 22:00:00,2018,9,28,22,17.0,61,Moderate,15.0,UG/M3,1 Hr,Valid
5857,Addis Ababa Central,PM2.5 - Principal,2018-09-28 23:00:00,2018,9,28,23,17.0,61,Moderate,17.0,UG/M3,1 Hr,Valid
5858,Addis Ababa Central,PM2.5 - Principal,2018-09-29 00:00:00,2018,9,29,0,14.7,56,Moderate,12.0,UG/M3,1 Hr,Valid
5859,Addis Ababa Central,PM2.5 - Principal,2018-09-29 01:00:00,2018,9,29,1,14.8,57,Moderate,15.0,UG/M3,1 Hr,Valid
5860,Addis Ababa Central,PM2.5 - Principal,2018-09-29 02:00:00,2018,9,29,2,14.9,57,Moderate,15.0,UG/M3,1 Hr,Valid
5861,Addis Ababa Central,PM2.5 - Principal,2018-09-29 03:00:00,2018,9,29,3,14.0,55,Moderate,13.0,UG/M3,1 Hr,Valid
5862,Addis Ababa Central,PM2.5 - Principal,2018-09-29 04:00:00,2018,9,29,4,14.9,57,Moderate,16.0,UG/M3,1 Hr,Valid
5863,Addis Ababa Central,PM2.5 - Principal,2018-09-29 05:00:00,2018,9,29,5,16.7,61,Moderate,19.0,UG/M3,1 Hr,Valid
5864,Addis Ababa Central,PM2.5 - Principal,2018-09-29 06:00:00,2018,9,29,6,17.7,63,Moderate,19.0,UG/M3,1 Hr,Valid
5865,Addis Ababa Central,PM2.5 - Principal,2018-09-29 07:00:00,2018,9,29,7,18.3,64,Moderate,19.0,UG/M3,1 Hr,Valid
5866,Addis Ababa Central,PM2.5 - Principal,2018-09-29 08:00:00,2018,9,29,8,18.8,65,Moderate,20.0,UG/M3,1 Hr,Valid
5867,Addis Ababa Central,PM2.5 - Principal,2018-09-29 09:00:00,2018,9,29,9,17.7,63,Moderate,16.0,UG/M3,1 Hr,Valid
5868,Addis Ababa Central,PM2.5 - Principal,2018-09-29 10:00:00,2018,9,29,10,17.0,61,Moderate,16.0,UG/M3,1 Hr,Valid
5869,Addis Ababa Central,PM2.5 - Principal,2018-09-29 11:00:00,2018,9,29,11,15.4,58,Moderate,13.0,UG/M3,1 Hr,Valid
5870,Addis Ababa Central,PM2.5 - Principal,2018-09-29 12:00:00,2018,9,29,12,15.0,57,Moderate,14.0,UG/M3,1 Hr,Valid
5871,Addis Ababa Central,PM2.5 - Principal,2018-09-29 13:00:00,2018,9,29,13,15.0,57,Moderate,15.0,UG/M3,1 Hr,Valid
5872,Addis Ababa Central,PM2.5 - Principal,2018-09-29 14:00:00,2018,9,29,14,14.3,56,Moderate,13.0,UG/M3,1 Hr,Valid
5873,Addis Ababa Central,PM2.5 - Principal,2018-09-29 15:00:00,2018,9,29,15,15.2,58,Moderate,17.0,UG/M3,1 Hr,Valid
5874,Addis Ababa Central,PM2.5 - Principal,2018-09-29 16:00:00,2018,9,29,16,14.8,57,Moderate,14.0,UG/M3,1 Hr,Valid
5875,Addis Ababa Central,PM2.5 - Principal,2018-09-29 17:00:00,2018,9,29,17,15.2,58,Moderate,16.0,UG/M3,1 Hr,Valid
5876,Addis Ababa Central,PM2.5 - Principal,2018-09-29 18:00:00,2018,9,29,18,15.8,59,Moderate,17.0,UG/M3,1 Hr,Valid
5877,Addis Ababa Central,PM2.5 - Principal,2018-09-29 19:00:00,2018,9,29,19,16.9,61,Moderate,19.0,UG/M3,1 Hr,Valid
5878,Addis Ababa Central,PM2.5 - Principal,2018-09-29 20:00:00,2018,9,29,20,18.5,64,Moderate,21.0,UG/M3,1 Hr,Valid
5879,Addis Ababa Central,PM2.5 - Principal,2018-09-29 21:00:00,2018,9,29,21,19.5,67,Moderate,21.0,UG/M3,1 Hr,Valid
5880,Addis Ababa Central,PM2.5 - Principal,2018-09-29 22:00:00,2018,9,29,22,18.9,65,Moderate,18.0,UG/M3,1 Hr,Valid
5881,Addis Ababa Central,PM2.5 - Principal,2018-09-29 23:00:00,2018,9,29,23,18.2,64,Moderate,17.0,UG/M3,1 Hr,Valid
5882,Addis Ababa Central,PM2.5 - Principal,2018-09-30 00:00:00,2018,9,30,0,16.9,61,Moderate,15.0,UG/M3,1 Hr,Valid
5883,Addis Ababa Central,PM2.5 - Principal,2018-09-30 01:00:00,2018,9,30,1,16.9,61,Moderate,17.0,UG/M3,1 Hr,Valid
5884,Addis Ababa Central,PM2.5 - Principal,2018-09-30 02:00:00,2018,9,30,2,15.4,58,Moderate,13.0,UG/M3,1 Hr,Valid
5885,Addis Ababa Central,PM2.5 - Principal,2018-09-30 03:00:00,2018,9,30,3,13.0,53,Moderate,11.0,UG/M3,1 Hr,Valid
5886,Addis Ababa Central,PM2.5 - Principal,2018-09-30 04:00:00,2018,9,30,4,13.0,53,Moderate,13.0,UG/M3,1 Hr,Valid
5887,Addis Ababa Central,PM2.5 - Principal,2018-09-30 05:00:00,2018,9,30,5,12.0,50,Good,11.0,UG/M3,1 Hr,Valid
5888,Addis Ababa Central,PM2.5 - Principal,2018-09-30 06:00:00,2018,9,30,6,13.4,54,Moderate,15.0,UG/M3,1 Hr,Valid
5889,Addis Ababa Central,PM2.5 - Principal,2018-09-30 07:00:00,2018,9,30,7,15.1,57,Moderate,17.0,UG/M3,1 Hr,Valid
5890,Addis Ababa Central,PM2.5 - Principal,2018-09-30 08:00:00,2018,9,30,8,14.1,55,Moderate,13.0,UG/M3,1 Hr,Valid
5891,Addis Ababa Central,PM2.5 - Principal,2018-09-30 09:00:00,2018,9,30,9,14.4,56,Moderate,15.0,UG/M3,1 Hr,Valid
5892,Addis Ababa Central,PM2.5 - Principal,2018-09-30 10:00:00,2018,9,30,10,15.8,59,Moderate,18.0,UG/M3,1 Hr,Valid
5893,Addis Ababa Central,PM2.5 - Principal,2018-09-30 11:00:00,2018,9,30,11,15.1,57,Moderate,14.0,UG/M3,1 Hr,Valid
5894,Addis Ababa Central,PM2.5 - Principal,2018-09-30 12:00:00,2018,9,30,12,16.2,60,Moderate,18.0,UG/M3,1 Hr,Valid
5895,Addis Ababa Central,PM2.5 - Principal,2018-09-30 13:00:00,2018,9,30,13,16.5,60,Moderate,17.0,UG/M3,1 Hr,Valid
5896,Addis Ababa Central,PM2.5 - Principal,2018-09-30 14:00:00,2018,9,30,14,14.7,56,Moderate,12.0,UG/M3,1 Hr,Valid
5897,Addis Ababa Central,PM2.5 - Principal,2018-09-30 15:00:00,2018,9,30,15,14.0,55,Moderate,13.0,UG/M3,1 Hr,Valid
5898,Addis Ababa Central,PM2.5 - Principal,2018-09-30 16:00:00,2018,9,30,16,14.0,55,Moderate,14.0,UG/M3,1 Hr,Valid
5899,Addis Ababa Central,PM2.5 - Principal,2018-09-30 17:00:00,2018,9,30,17,13.7,54,Moderate,13.0,UG/M3,1 Hr,Valid
5900,Addis Ababa Central,PM2.5 - Principal,2018-09-30 18:00:00,2018,9,30,18,13.8,55,Moderate,14.0,UG/M3,1 Hr,Valid
5901,Addis Ababa Central,PM2.5 - Principal,2018-09-30 19:00:00,2018,9,30,19,17.4,62,Moderate,22.0,UG/M3,1 Hr,Valid
5902,Addis Ababa Central,PM2.5 - Principal,2018-09-30 20:00:00,2018,9,30,20,18.6,65,Moderate,20.0,UG/M3,1 Hr,Valid
5903,Addis Ababa Central,PM2.5 - Principal,2018-09-30 21:00:00,2018,9,30,21,19.7,67,Moderate,21.0,UG/M3,1 Hr,Valid
5904,Addis Ababa Central,PM2.5 - Principal,2018-09-30 22:00:00,2018,9,30,22,22.4,73,Moderate,25.0,UG/M3,1 Hr,Valid
5905,Addis Ababa Central,PM2.5 - Principal,2018-09-30 23:00:00,2018,9,30,23,24.2,76,Moderate,26.0,UG/M3,1 Hr,Valid
5906,Addis Ababa Central,PM2.5 - Principal,2018-10-01 00:00:00,2018,10,1,0,20.6,69,Moderate,17.0,UG/M3,1 Hr,Valid
5907,Addis Ababa Central,PM2.5 - Principal,2018-10-01 01:00:00,2018,10,1,1,19.3,66,Moderate,18.0,UG/M3,1 Hr,Valid
5908,Addis Ababa Central,PM2.5 - Principal,2018-10-01 02:00:00,2018,10,1,2,17.6,63,Moderate,16.0,UG/M3,1 Hr,Valid
5909,Addis Ababa Central,PM2.5 - Principal,2018-10-01 03:00:00,2018,10,1,3,16.3,60,Moderate,15.0,UG/M3,1 Hr,Valid
5910,Addis Ababa Central,PM2.5 - Principal,2018-10-01 04:00:00,2018,10,1,4,14.6,56,Moderate,13.0,UG/M3,1 Hr,Valid
5911,Addis Ababa Central,PM2.5 - Principal,2018-10-01 05:00:00,2018,10,1,5,18.3,64,Moderate,22.0,UG/M3,1 Hr,Valid
5912,Addis Ababa Central,PM2.5 - Principal,2018-10-01 06:00:00,2018,10,1,6,18.6,65,Moderate,19.0,UG/M3,1 Hr,Valid
5913,Addis Ababa Central,PM2.5 - Principal,2018-10-01 07:00:00,2018,10,1,7,20.3,68,Moderate,22.0,UG/M3,1 Hr,Valid
5914,Addis Ababa Central,PM2.5 - Principal,2018-10-01 08:00:00,2018,10,1,8,22.1,72,Moderate,24.0,UG/M3,1 Hr,Valid
5915,Addis Ababa Central,PM2.5 - Principal,2018-10-01 09:00:00,2018,10,1,9,19.0,66,Moderate,16.0,UG/M3,1 Hr,Valid
5916,Addis Ababa Central,PM2.5 - Principal,2018-10-01 10:00:00,2018,10,1,10,19.5,67,Moderate,20.0,UG/M3,1 Hr,Valid
5917,Addis Ababa Central,PM2.5 - Principal,2018-10-01 11:00:00,2018,10,1,11,19.3,66,Moderate,19.0,UG/M3,1 Hr,Valid
5918,Addis Ababa Central,PM2.5 - Principal,2018-10-01 12:00:00,2018,10,1,12,16.8,61,Moderate,14.0,UG/M3,1 Hr,Valid
5919,Addis Ababa Central,PM2.5 - Principal,2018-10-01 13:00:00,2018,10,1,13,15.5,58,Moderate,14.0,UG/M3,1 Hr,Valid
5920,Addis Ababa Central,PM2.5 - Principal,2018-10-01 14:00:00,2018,10,1,14,15.3,58,Moderate,15.0,UG/M3,1 Hr,Valid
5921,Addis Ababa Central,PM2.5 - Principal,2018-10-01 15:00:00,2018,10,1,15,16.0,59,Moderate,17.0,UG/M3,1 Hr,Valid
5922,Addis Ababa Central,PM2.5 - Principal,2018-10-01 16:00:00,2018,10,1,16,15.2,58,Moderate,14.0,UG/M3,1 Hr,Valid
5923,Addis Ababa Central,PM2.5 - Principal,2018-10-01 17:00:00,2018,10,1,17,15.5,58,Moderate,16.0,UG/M3,1 Hr,Valid
5924,Addis Ababa Central,PM2.5 - Principal,2018-10-01 18:00:00,2018,10,1,18,16.5,60,Moderate,18.0,UG/M3,1 Hr,Valid
5925,Addis Ababa Central,PM2.5 - Principal,2018-10-01 19:00:00,2018,10,1,19,18.4,64,Moderate,21.0,UG/M3,1 Hr,Valid
5926,Addis Ababa Central,PM2.5 - Principal,2018-10-01 20:00:00,2018,10,1,20,19.5,67,Moderate,22.0,UG/M3,1 Hr,Valid
5927,Addis Ababa Central,PM2.5 - Principal,2018-10-01 21:00:00,2018,10,1,21,24.7,77,Moderate,29.0,UG/M3,1 Hr,Valid
5928,Addis Ababa Central,PM2.5 - Principal,2018-10-01 22:00:00,2018,10,1,22,23.3,75,Moderate,22.0,UG/M3,1 Hr,Valid
5929,Addis Ababa Central,PM2.5 - Principal,2018-10-01 23:00:00,2018,10,1,23,21.6,71,Moderate,20.0,UG/M3,1 Hr,Valid
5930,Addis Ababa Central,PM2.5 - Principal,2018-10-02 00:00:00,2018,10,2,0,17.8,63,Moderate,14.0,UG/M3,1 Hr,Valid
5931,Addis Ababa Central,PM2.5 - Principal,2018-10-02 01:00:00,2018,10,2,1,17.9,63,Moderate,18.0,UG/M3,1 Hr,Valid
5932,Addis Ababa Central,PM2.5 - Principal,2018-10-02 02:00:00,2018,10,2,2,16.4,60,Moderate,15.0,UG/M3,1 Hr,Valid
5933,Addis Ababa Central,PM2.5 - Principal,2018-10-02 03:00:00,2018,10,2,3,16.2,60,Moderate,16.0,UG/M3,1 Hr,Valid
5934,Addis Ababa Central,PM2.5 - Principal,2018-10-02 04:00:00,2018,10,2,4,16.6,60,Moderate,17.0,UG/M3,1 Hr,Valid
5935,Addis Ababa Central,PM2.5 - Principal,2018-10-02 05:00:00,2018,10,2,5,17.8,63,Moderate,19.0,UG/M3,1 Hr,Valid
5936,Addis Ababa Central,PM2.5 - Principal,2018-10-02 06:00:00,2018,10,2,6,18.9,65,Moderate,20.0,UG/M3,1 Hr,Valid
5937,Addis Ababa Central,PM2.5 - Principal,2018-10-02 07:00:00,2018,10,2,7,22.9,74,Moderate,27.0,UG/M3,1 Hr,Valid
5938,Addis Ababa Central,PM2.5 - Principal,2018-10-02 08:00:00,2018,10,2,8,24.9,78,Moderate,27.0,UG/M3,1 Hr,Valid
5939,Addis Ababa Central,PM2.5 - Principal,2018-10-02 09:00:00,2018,10,2,9,22.0,72,Moderate,19.0,UG/M3,1 Hr,Valid
5940,Addis Ababa Central,PM2.5 - Principal,2018-10-02 10:00:00,2018,10,2,10,19.1,66,Moderate,16.0,UG/M3,1 Hr,Valid
5941,Addis Ababa Central,PM2.5 - Principal,2018-10-02 11:00:00,2018,10,2,11,17.1,62,Moderate,15.0,UG/M3,1 Hr,Valid
5942,Addis Ababa Central,PM2.5 - Principal,2018-10-02 12:00:00,2018,10,2,12,15.6,58,Moderate,14.0,UG/M3,1 Hr,Valid
5943,Addis Ababa Central,PM2.5 - Principal,2018-10-02 13:00:00,2018,10,2,13,16.2,60,Moderate,17.0,UG/M3,1 Hr,Valid
5944,Addis Ababa Central,PM2.5 - Principal,2018-10-02 14:00:00,2018,10,2,14,15.6,58,Moderate,15.0,UG/M3,1 Hr,Valid
5945,Addis Ababa Central,PM2.5 - Principal,2018-10-02 15:00:00,2018,10,2,15,15.3,58,Moderate,15.0,UG/M3,1 Hr,Valid
5946,Addis Ababa Central,PM2.5 - Principal,2018-10-02 16:00:00,2018,10,2,16,14.1,55,Moderate,13.0,UG/M3,1 Hr,Valid
5947,Addis Ababa Central,PM2.5 - Principal,2018-10-02 17:00:00,2018,10,2,17,12.5,52,Moderate,11.0,UG/M3,1 Hr,Valid
5948,Addis Ababa Central,PM2.5 - Principal,2018-10-02 18:00:00,2018,10,2,18,13.2,53,Moderate,14.0,UG/M3,1 Hr,Valid
5949,Addis Ababa Central,PM2.5 - Principal,2018-10-02 19:00:00,2018,10,2,19,16.1,59,Moderate,19.0,UG/M3,1 Hr,Valid
5950,Addis Ababa Central,PM2.5 - Principal,2018-10-02 20:00:00,2018,10,2,20,16.6,60,Moderate,18.0,UG/M3,1 Hr,Valid
5951,Addis Ababa Central,PM2.5 - Principal,2018-10-02 21:00:00,2018,10,2,21,16.8,61,Moderate,17.0,UG/M3,1 Hr,Valid
5952,Addis Ababa Central,PM2.5 - Principal,2018-10-02 22:00:00,2018,10,2,22,18.8,65,Moderate,21.0,UG/M3,1 Hr,Valid
5953,Addis Ababa Central,PM2.5 - Principal,2018-10-02 23:00:00,2018,10,2,23,16.5,60,Moderate,14.0,UG/M3,1 Hr,Valid
5954,Addis Ababa Central,PM2.5 - Principal,2018-10-03 00:00:00,2018,10,3,0,18.2,64,Moderate,20.0,UG/M3,1 Hr,Valid
5955,Addis Ababa Central,PM2.5 - Principal,2018-10-03 01:00:00,2018,10,3,1,18.1,64,Moderate,18.0,UG/M3,1 Hr,Valid
5956,Addis Ababa Central,PM2.5 - Principal,2018-10-03 02:00:00,2018,10,3,2,17.5,62,Moderate,17.0,UG/M3,1 Hr,Valid
5957,Addis Ababa Central,PM2.5 - Principal,2018-10-03 03:00:00,2018,10,3,3,18.7,65,Moderate,20.0,UG/M3,1 Hr,Valid
5958,Addis Ababa Central,PM2.5 - Principal,2018-10-03 04:00:00,2018,10,3,4,16.0,59,Moderate,13.0,UG/M3,1 Hr,Valid
5959,Addis Ababa Central,PM2.5 - Principal,2018-10-03 05:00:00,2018,10,3,5,15.1,57,Moderate,13.0,UG/M3,1 Hr,Valid
5960,Addis Ababa Central,PM2.5 - Principal,2018-10-03 06:00:00,2018,10,3,6,16.2,60,Moderate,18.0,UG/M3,1 Hr,Valid
5961,Addis Ababa Central,PM2.5 - Principal,2018-10-03 07:00:00,2018,10,3,7,22.1,72,Moderate,28.0,UG/M3,1 Hr,Valid
5962,Addis Ababa Central,PM2.5 - Principal,2018-10-03 08:00:00,2018,10,3,8,41.0,115,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
5963,Addis Ababa Central,PM2.5 - Principal,2018-10-03 09:00:00,2018,10,3,9,45.5,126,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
5964,Addis Ababa Central,PM2.5 - Principal,2018-10-03 10:00:00,2018,10,3,10,34.7,99,Moderate,24.0,UG/M3,1 Hr,Valid
5965,Addis Ababa Central,PM2.5 - Principal,2018-10-03 11:00:00,2018,10,3,11,24.8,78,Moderate,15.0,UG/M3,1 Hr,Valid
5966,Addis Ababa Central,PM2.5 - Principal,2018-10-03 12:00:00,2018,10,3,12,18.4,64,Moderate,12.0,UG/M3,1 Hr,Valid
5967,Addis Ababa Central,PM2.5 - Principal,2018-10-03 13:00:00,2018,10,3,13,15.7,59,Moderate,13.0,UG/M3,1 Hr,Valid
5968,Addis Ababa Central,PM2.5 - Principal,2018-10-03 14:00:00,2018,10,3,14,14.8,57,Moderate,14.0,UG/M3,1 Hr,Valid
5969,Addis Ababa Central,PM2.5 - Principal,2018-10-03 15:00:00,2018,10,3,15,14.4,56,Moderate,14.0,UG/M3,1 Hr,Valid
5970,Addis Ababa Central,PM2.5 - Principal,2018-10-03 16:00:00,2018,10,3,16,13.7,54,Moderate,13.0,UG/M3,1 Hr,Valid
5971,Addis Ababa Central,PM2.5 - Principal,2018-10-03 17:00:00,2018,10,3,17,12.8,52,Moderate,12.0,UG/M3,1 Hr,Valid
5972,Addis Ababa Central,PM2.5 - Principal,2018-10-03 18:00:00,2018,10,3,18,11.4,48,Good,10.0,UG/M3,1 Hr,Valid
5973,Addis Ababa Central,PM2.5 - Principal,2018-10-03 19:00:00,2018,10,3,19,11.2,47,Good,11.0,UG/M3,1 Hr,Valid
5974,Addis Ababa Central,PM2.5 - Principal,2018-10-03 20:00:00,2018,10,3,20,12.1,51,Moderate,13.0,UG/M3,1 Hr,Valid
5975,Addis Ababa Central,PM2.5 - Principal,2018-10-03 21:00:00,2018,10,3,21,10.5,44,Good,9.0,UG/M3,1 Hr,Valid
5976,Addis Ababa Central,PM2.5 - Principal,2018-10-03 22:00:00,2018,10,3,22,12.0,50,Good,14.0,UG/M3,1 Hr,Valid
5977,Addis Ababa Central,PM2.5 - Principal,2018-10-03 23:00:00,2018,10,3,23,11.6,48,Good,11.0,UG/M3,1 Hr,Valid
5978,Addis Ababa Central,PM2.5 - Principal,2018-10-04 00:00:00,2018,10,4,0,13.5,54,Moderate,16.0,UG/M3,1 Hr,Valid
5979,Addis Ababa Central,PM2.5 - Principal,2018-10-04 01:00:00,2018,10,4,1,13.3,54,Moderate,13.0,UG/M3,1 Hr,Valid
5980,Addis Ababa Central,PM2.5 - Principal,2018-10-04 02:00:00,2018,10,4,2,10.7,45,Good,8.0,UG/M3,1 Hr,Valid
5981,Addis Ababa Central,PM2.5 - Principal,2018-10-04 03:00:00,2018,10,4,3,9.8,41,Good,9.0,UG/M3,1 Hr,Valid
5982,Addis Ababa Central,PM2.5 - Principal,2018-10-04 04:00:00,2018,10,4,4,9.4,39,Good,9.0,UG/M3,1 Hr,Valid
5983,Addis Ababa Central,PM2.5 - Principal,2018-10-04 05:00:00,2018,10,4,5,8.7,36,Good,8.0,UG/M3,1 Hr,Valid
5984,Addis Ababa Central,PM2.5 - Principal,2018-10-04 06:00:00,2018,10,4,6,7.3,30,Good,6.0,UG/M3,1 Hr,Valid
5985,Addis Ababa Central,PM2.5 - Principal,2018-10-04 07:00:00,2018,10,4,7,12.6,52,Moderate,18.0,UG/M3,1 Hr,Valid
5986,Addis Ababa Central,PM2.5 - Principal,2018-10-04 08:00:00,2018,10,4,8,35.8,102,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
5987,Addis Ababa Central,PM2.5 - Principal,2018-10-04 09:00:00,2018,10,4,9,34.9,99,Moderate,34.0,UG/M3,1 Hr,Valid
5988,Addis Ababa Central,PM2.5 - Principal,2018-10-04 10:00:00,2018,10,4,10,22.9,74,Moderate,11.0,UG/M3,1 Hr,Valid
5989,Addis Ababa Central,PM2.5 - Principal,2018-10-04 11:00:00,2018,10,4,11,15.4,58,Moderate,8.0,UG/M3,1 Hr,Valid
5990,Addis Ababa Central,PM2.5 - Principal,2018-10-04 12:00:00,2018,10,4,12,10.2,43,Good,5.0,UG/M3,1 Hr,Valid
