,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
174,Addis Ababa Central,PM2.5 - Principal,2018-01-11 16:00:00,2018,1,11,16,29.7,88,Moderate,30.0,UG/M3,1 Hr,Valid
175,Addis Ababa Central,PM2.5 - Principal,2018-01-11 17:00:00,2018,1,11,17,28.3,85,Moderate,27.0,UG/M3,1 Hr,Valid
176,Addis Ababa Central,PM2.5 - Principal,2018-01-11 18:00:00,2018,1,11,18,29.3,87,Moderate,30.0,UG/M3,1 Hr,Valid
177,Addis Ababa Central,PM2.5 - Principal,2018-01-11 19:00:00,2018,1,11,19,31.7,92,Moderate,35.0,UG/M3,1 Hr,Valid
178,Addis Ababa Central,PM2.5 - Principal,2018-01-11 20:00:00,2018,1,11,20,34.3,98,Moderate,38.0,UG/M3,1 Hr,Valid
179,Addis Ababa Central,PM2.5 - Principal,2018-01-11 21:00:00,2018,1,11,21,43.1,120,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
180,Addis Ababa Central,PM2.5 - Principal,2018-01-11 22:00:00,2018,1,11,22,51.2,140,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
181,Addis Ababa Central,PM2.5 - Principal,2018-01-11 23:00:00,2018,1,11,23,53.1,144,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
182,Addis Ababa Central,PM2.5 - Principal,2018-01-12 00:00:00,2018,1,12,0,50.5,138,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
183,Addis Ababa Central,PM2.5 - Principal,2018-01-12 01:00:00,2018,1,12,1,41.7,116,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
184,Addis Ababa Central,PM2.5 - Principal,2018-01-12 02:00:00,2018,1,12,2,40.3,113,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
185,Addis Ababa Central,PM2.5 - Principal,2018-01-12 03:00:00,2018,1,12,3,35.1,99,Moderate,30.0,UG/M3,1 Hr,Valid
186,Addis Ababa Central,PM2.5 - Principal,2018-01-12 04:00:00,2018,1,12,4,31.5,92,Moderate,28.0,UG/M3,1 Hr,Valid
187,Addis Ababa Central,PM2.5 - Principal,2018-01-12 05:00:00,2018,1,12,5,26.2,81,Moderate,21.0,UG/M3,1 Hr,Valid
188,Addis Ababa Central,PM2.5 - Principal,2018-01-12 06:00:00,2018,1,12,6,22.6,73,Moderate,19.0,UG/M3,1 Hr,Valid
189,Addis Ababa Central,PM2.5 - Principal,2018-01-12 07:00:00,2018,1,12,7,23.8,76,Moderate,25.0,UG/M3,1 Hr,Valid
190,Addis Ababa Central,PM2.5 - Principal,2018-01-12 08:00:00,2018,1,12,8,29.9,88,Moderate,36.0,UG/M3,1 Hr,Valid
191,Addis Ababa Central,PM2.5 - Principal,2018-01-12 09:00:00,2018,1,12,9,33.9,97,Moderate,38.0,UG/M3,1 Hr,Valid
192,Addis Ababa Central,PM2.5 - Principal,2018-01-12 10:00:00,2018,1,12,10,43.9,122,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
193,Addis Ababa Central,PM2.5 - Principal,2018-01-12 11:00:00,2018,1,12,11,40.9,114,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
194,Addis Ababa Central,PM2.5 - Principal,2018-01-12 12:00:00,2018,1,12,12,39.4,111,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
195,Addis Ababa Central,PM2.5 - Principal,2018-01-12 13:00:00,2018,1,12,13,35.7,101,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
196,Addis Ababa Central,PM2.5 - Principal,2018-01-12 14:00:00,2018,1,12,14,33.3,96,Moderate,31.0,UG/M3,1 Hr,Valid
197,Addis Ababa Central,PM2.5 - Principal,2018-01-12 15:00:00,2018,1,12,15,32.1,93,Moderate,31.0,UG/M3,1 Hr,Valid
198,Addis Ababa Central,PM2.5 - Principal,2018-01-12 16:00:00,2018,1,12,16,30.5,90,Moderate,29.0,UG/M3,1 Hr,Valid
199,Addis Ababa Central,PM2.5 - Principal,2018-01-12 17:00:00,2018,1,12,17,31.7,92,Moderate,33.0,UG/M3,1 Hr,Valid
200,Addis Ababa Central,PM2.5 - Principal,2018-01-12 18:00:00,2018,1,12,18,30.4,89,Moderate,29.0,UG/M3,1 Hr,Valid
201,Addis Ababa Central,PM2.5 - Principal,2018-01-12 19:00:00,2018,1,12,19,32.1,93,Moderate,34.0,UG/M3,1 Hr,Valid
202,Addis Ababa Central,PM2.5 - Principal,2018-01-12 20:00:00,2018,1,12,20,34.3,98,Moderate,37.0,UG/M3,1 Hr,Valid
203,Addis Ababa Central,PM2.5 - Principal,2018-01-12 21:00:00,2018,1,12,21,60.8,154,Unhealthy,87.0,UG/M3,1 Hr,Valid
204,Addis Ababa Central,PM2.5 - Principal,2018-01-12 22:00:00,2018,1,12,22,53.4,145,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
205,Addis Ababa Central,PM2.5 - Principal,2018-01-12 23:00:00,2018,1,12,23,56.2,151,Unhealthy,59.0,UG/M3,1 Hr,Valid
206,Addis Ababa Central,PM2.5 - Principal,2018-01-13 00:00:00,2018,1,13,0,50.1,137,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
207,Addis Ababa Central,PM2.5 - Principal,2018-01-13 01:00:00,2018,1,13,1,38.5,108,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
208,Addis Ababa Central,PM2.5 - Principal,2018-01-13 02:00:00,2018,1,13,2,28.2,85,Moderate,18.0,UG/M3,1 Hr,Valid
209,Addis Ababa Central,PM2.5 - Principal,2018-01-13 03:00:00,2018,1,13,3,25.6,79,Moderate,23.0,UG/M3,1 Hr,Valid
210,Addis Ababa Central,PM2.5 - Principal,2018-01-13 04:00:00,2018,1,13,4,25.8,80,Moderate,26.0,UG/M3,1 Hr,Valid
211,Addis Ababa Central,PM2.5 - Principal,2018-01-13 05:00:00,2018,1,13,5,22.4,73,Moderate,19.0,UG/M3,1 Hr,Valid
212,Addis Ababa Central,PM2.5 - Principal,2018-01-13 06:00:00,2018,1,13,6,24.2,76,Moderate,26.0,UG/M3,1 Hr,Valid
213,Addis Ababa Central,PM2.5 - Principal,2018-01-13 07:00:00,2018,1,13,7,26.6,81,Moderate,29.0,UG/M3,1 Hr,Valid
214,Addis Ababa Central,PM2.5 - Principal,2018-01-13 08:00:00,2018,1,13,8,34.8,99,Moderate,43.0,UG/M3,1 Hr,Valid
215,Addis Ababa Central,PM2.5 - Principal,2018-01-13 09:00:00,2018,1,13,9,61.4,154,Unhealthy,88.0,UG/M3,1 Hr,Valid
216,Addis Ababa Central,PM2.5 - Principal,2018-01-13 10:00:00,2018,1,13,10,92.2,170,Unhealthy,123.0,UG/M3,1 Hr,Valid
217,Addis Ababa Central,PM2.5 - Principal,2018-01-13 11:00:00,2018,1,13,11,90.1,169,Unhealthy,88.0,UG/M3,1 Hr,Valid
218,Addis Ababa Central,PM2.5 - Principal,2018-01-13 12:00:00,2018,1,13,12,70.0,158,Unhealthy,50.0,UG/M3,1 Hr,Valid
219,Addis Ababa Central,PM2.5 - Principal,2018-01-13 13:00:00,2018,1,13,13,56.0,151,Unhealthy,42.0,UG/M3,1 Hr,Valid
220,Addis Ababa Central,PM2.5 - Principal,2018-01-13 14:00:00,2018,1,13,14,46.0,127,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
221,Addis Ababa Central,PM2.5 - Principal,2018-01-13 15:00:00,2018,1,13,15,35.5,101,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
222,Addis Ababa Central,PM2.5 - Principal,2018-01-13 16:00:00,2018,1,13,16,29.7,88,Moderate,24.0,UG/M3,1 Hr,Valid
223,Addis Ababa Central,PM2.5 - Principal,2018-01-13 17:00:00,2018,1,13,17,27.8,84,Moderate,26.0,UG/M3,1 Hr,Valid
224,Addis Ababa Central,PM2.5 - Principal,2018-01-13 18:00:00,2018,1,13,18,23.9,76,Moderate,20.0,UG/M3,1 Hr,Valid
225,Addis Ababa Central,PM2.5 - Principal,2018-01-13 19:00:00,2018,1,13,19,29.9,88,Moderate,36.0,UG/M3,1 Hr,Valid
226,Addis Ababa Central,PM2.5 - Principal,2018-01-13 20:00:00,2018,1,13,20,41.9,117,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
227,Addis Ababa Central,PM2.5 - Principal,2018-01-13 21:00:00,2018,1,13,21,55.9,151,Unhealthy,70.0,UG/M3,1 Hr,Valid
228,Addis Ababa Central,PM2.5 - Principal,2018-01-13 22:00:00,2018,1,13,22,41.4,116,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
229,Addis Ababa Central,PM2.5 - Principal,2018-01-13 23:00:00,2018,1,13,23,35.2,100,Moderate,29.0,UG/M3,1 Hr,Valid
230,Addis Ababa Central,PM2.5 - Principal,2018-01-14 00:00:00,2018,1,14,0,26.6,81,Moderate,18.0,UG/M3,1 Hr,Valid
231,Addis Ababa Central,PM2.5 - Principal,2018-01-14 01:00:00,2018,1,14,1,26.3,81,Moderate,26.0,UG/M3,1 Hr,Valid
232,Addis Ababa Central,PM2.5 - Principal,2018-01-14 02:00:00,2018,1,14,2,25.1,78,Moderate,24.0,UG/M3,1 Hr,Valid
233,Addis Ababa Central,PM2.5 - Principal,2018-01-14 03:00:00,2018,1,14,3,20.0,68,Moderate,15.0,UG/M3,1 Hr,Valid
234,Addis Ababa Central,PM2.5 - Principal,2018-01-14 04:00:00,2018,1,14,4,17.5,62,Moderate,15.0,UG/M3,1 Hr,Valid
235,Addis Ababa Central,PM2.5 - Principal,2018-01-14 05:00:00,2018,1,14,5,16.2,60,Moderate,15.0,UG/M3,1 Hr,Valid
236,Addis Ababa Central,PM2.5 - Principal,2018-01-14 06:00:00,2018,1,14,6,13.6,54,Moderate,11.0,UG/M3,1 Hr,Valid
237,Addis Ababa Central,PM2.5 - Principal,2018-01-14 07:00:00,2018,1,14,7,13.3,54,Moderate,13.0,UG/M3,1 Hr,Valid
238,Addis Ababa Central,PM2.5 - Principal,2018-01-14 08:00:00,2018,1,14,8,22.6,73,Moderate,32.0,UG/M3,1 Hr,Valid
239,Addis Ababa Central,PM2.5 - Principal,2018-01-14 09:00:00,2018,1,14,9,38.8,109,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
240,Addis Ababa Central,PM2.5 - Principal,2018-01-14 10:00:00,2018,1,14,10,48.4,133,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
241,Addis Ababa Central,PM2.5 - Principal,2018-01-14 11:00:00,2018,1,14,11,53.7,146,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
242,Addis Ababa Central,PM2.5 - Principal,2018-01-14 12:00:00,2018,1,14,12,53.3,145,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
243,Addis Ababa Central,PM2.5 - Principal,2018-01-14 13:00:00,2018,1,14,13,39.1,110,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
244,Addis Ababa Central,PM2.5 - Principal,2018-01-14 14:00:00,2018,1,14,14,33.5,96,Moderate,28.0,UG/M3,1 Hr,Valid
245,Addis Ababa Central,PM2.5 - Principal,2018-01-14 15:00:00,2018,1,14,15,25.7,80,Moderate,18.0,UG/M3,1 Hr,Valid
246,Addis Ababa Central,PM2.5 - Principal,2018-01-14 16:00:00,2018,1,14,16,20.8,69,Moderate,16.0,UG/M3,1 Hr,Valid
247,Addis Ababa Central,PM2.5 - Principal,2018-01-14 17:00:00,2018,1,14,17,16.9,61,Moderate,13.0,UG/M3,1 Hr,Valid
248,Addis Ababa Central,PM2.5 - Principal,2018-01-14 18:00:00,2018,1,14,18,13.9,55,Moderate,11.0,UG/M3,1 Hr,Valid
249,Addis Ababa Central,PM2.5 - Principal,2018-01-14 19:00:00,2018,1,14,19,15.9,59,Moderate,18.0,UG/M3,1 Hr,Valid
250,Addis Ababa Central,PM2.5 - Principal,2018-01-14 20:00:00,2018,1,14,20,31.4,92,Moderate,47.0,UG/M3,1 Hr,Valid
251,Addis Ababa Central,PM2.5 - Principal,2018-01-14 21:00:00,2018,1,14,21,30.2,89,Moderate,29.0,UG/M3,1 Hr,Valid
252,Addis Ababa Central,PM2.5 - Principal,2018-01-14 22:00:00,2018,1,14,22,21.6,71,Moderate,13.0,UG/M3,1 Hr,Valid
253,Addis Ababa Central,PM2.5 - Principal,2018-01-14 23:00:00,2018,1,14,23,17.8,63,Moderate,14.0,UG/M3,1 Hr,Valid
254,Addis Ababa Central,PM2.5 - Principal,2018-01-15 00:00:00,2018,1,15,0,14.8,57,Moderate,12.0,UG/M3,1 Hr,Valid
255,Addis Ababa Central,PM2.5 - Principal,2018-01-15 01:00:00,2018,1,15,1,13.4,54,Moderate,12.0,UG/M3,1 Hr,Valid
256,Addis Ababa Central,PM2.5 - Principal,2018-01-15 02:00:00,2018,1,15,2,13.2,53,Moderate,13.0,UG/M3,1 Hr,Valid
257,Addis Ababa Central,PM2.5 - Principal,2018-01-15 03:00:00,2018,1,15,3,11.1,46,Good,9.0,UG/M3,1 Hr,Valid
258,Addis Ababa Central,PM2.5 - Principal,2018-01-15 04:00:00,2018,1,15,4,10.0,42,Good,9.0,UG/M3,1 Hr,Valid
259,Addis Ababa Central,PM2.5 - Principal,2018-01-15 05:00:00,2018,1,15,5,9.0,38,Good,8.0,UG/M3,1 Hr,Valid
260,Addis Ababa Central,PM2.5 - Principal,2018-01-15 06:00:00,2018,1,15,6,10.0,42,Good,11.0,UG/M3,1 Hr,Valid
261,Addis Ababa Central,PM2.5 - Principal,2018-01-15 07:00:00,2018,1,15,7,11.0,46,Good,12.0,UG/M3,1 Hr,Valid
262,Addis Ababa Central,PM2.5 - Principal,2018-01-15 08:00:00,2018,1,15,8,12.9,53,Moderate,15.0,UG/M3,1 Hr,Valid
263,Addis Ababa Central,PM2.5 - Principal,2018-01-15 09:00:00,2018,1,15,9,23.5,75,Moderate,34.0,UG/M3,1 Hr,Valid
264,Addis Ababa Central,PM2.5 - Principal,2018-01-15 10:00:00,2018,1,15,10,31.7,92,Moderate,40.0,UG/M3,1 Hr,Valid
265,Addis Ababa Central,PM2.5 - Principal,2018-01-15 11:00:00,2018,1,15,11,39.8,112,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
266,Addis Ababa Central,PM2.5 - Principal,2018-01-15 12:00:00,2018,1,15,12,31.9,93,Moderate,24.0,UG/M3,1 Hr,Valid
267,Addis Ababa Central,PM2.5 - Principal,2018-01-15 13:00:00,2018,1,15,13,26.4,81,Moderate,21.0,UG/M3,1 Hr,Valid
268,Addis Ababa Central,PM2.5 - Principal,2018-01-15 14:00:00,2018,1,15,14,21.2,70,Moderate,16.0,UG/M3,1 Hr,Valid
269,Addis Ababa Central,PM2.5 - Principal,2018-01-15 15:00:00,2018,1,15,15,19.1,66,Moderate,17.0,UG/M3,1 Hr,Valid
270,Addis Ababa Central,PM2.5 - Principal,2018-01-15 16:00:00,2018,1,15,16,17.0,61,Moderate,15.0,UG/M3,1 Hr,Valid
271,Addis Ababa Central,PM2.5 - Principal,2018-01-15 17:00:00,2018,1,15,17,17.0,61,Moderate,17.0,UG/M3,1 Hr,Valid
272,Addis Ababa Central,PM2.5 - Principal,2018-01-15 18:00:00,2018,1,15,18,17.0,61,Moderate,17.0,UG/M3,1 Hr,Valid
273,Addis Ababa Central,PM2.5 - Principal,2018-01-15 19:00:00,2018,1,15,19,17.5,62,Moderate,18.0,UG/M3,1 Hr,Valid
274,Addis Ababa Central,PM2.5 - Principal,2018-01-15 20:00:00,2018,1,15,20,19.2,66,Moderate,21.0,UG/M3,1 Hr,Valid
275,Addis Ababa Central,PM2.5 - Principal,2018-01-15 21:00:00,2018,1,15,21,23.6,75,Moderate,28.0,UG/M3,1 Hr,Valid
276,Addis Ababa Central,PM2.5 - Principal,2018-01-15 22:00:00,2018,1,15,22,22.8,74,Moderate,22.0,UG/M3,1 Hr,Valid
277,Addis Ababa Central,PM2.5 - Principal,2018-01-15 23:00:00,2018,1,15,23,21.4,71,Moderate,20.0,UG/M3,1 Hr,Valid
278,Addis Ababa Central,PM2.5 - Principal,2018-01-16 00:00:00,2018,1,16,0,17.1,62,Moderate,13.0,UG/M3,1 Hr,Valid
279,Addis Ababa Central,PM2.5 - Principal,2018-01-16 01:00:00,2018,1,16,1,14.0,55,Moderate,11.0,UG/M3,1 Hr,Valid
280,Addis Ababa Central,PM2.5 - Principal,2018-01-16 02:00:00,2018,1,16,2,12.0,50,Good,10.0,UG/M3,1 Hr,Valid
281,Addis Ababa Central,PM2.5 - Principal,2018-01-16 03:00:00,2018,1,16,3,10.5,44,Good,9.0,UG/M3,1 Hr,Valid
282,Addis Ababa Central,PM2.5 - Principal,2018-01-16 04:00:00,2018,1,16,4,10.7,45,Good,11.0,UG/M3,1 Hr,Valid
283,Addis Ababa Central,PM2.5 - Principal,2018-01-16 05:00:00,2018,1,16,5,9.3,39,Good,8.0,UG/M3,1 Hr,Valid
284,Addis Ababa Central,PM2.5 - Principal,2018-01-16 06:00:00,2018,1,16,6,9.1,38,Good,9.0,UG/M3,1 Hr,Valid
285,Addis Ababa Central,PM2.5 - Principal,2018-01-16 07:00:00,2018,1,16,7,8.5,35,Good,8.0,UG/M3,1 Hr,Valid
286,Addis Ababa Central,PM2.5 - Principal,2018-01-16 08:00:00,2018,1,16,8,12.2,51,Moderate,16.0,UG/M3,1 Hr,Valid
287,Addis Ababa Central,PM2.5 - Principal,2018-01-16 09:00:00,2018,1,16,9,37.6,106,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
288,Addis Ababa Central,PM2.5 - Principal,2018-01-16 10:00:00,2018,1,16,10,55.8,151,Unhealthy,74.0,UG/M3,1 Hr,Valid
289,Addis Ababa Central,PM2.5 - Principal,2018-01-16 11:00:00,2018,1,16,11,47.9,132,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
290,Addis Ababa Central,PM2.5 - Principal,2018-01-16 12:00:00,2018,1,16,12,36.9,104,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr,Valid
291,Addis Ababa Central,PM2.5 - Principal,2018-01-16 13:00:00,2018,1,16,13,31.9,93,Moderate,27.0,UG/M3,1 Hr,Valid
292,Addis Ababa Central,PM2.5 - Principal,2018-01-16 14:00:00,2018,1,16,14,28.9,86,Moderate,26.0,UG/M3,1 Hr,Valid
293,Addis Ababa Central,PM2.5 - Principal,2018-01-16 15:00:00,2018,1,16,15,28.4,85,Moderate,28.0,UG/M3,1 Hr,Valid
294,Addis Ababa Central,PM2.5 - Principal,2018-01-16 16:00:00,2018,1,16,16,29.7,88,Moderate,31.0,UG/M3,1 Hr,Valid
295,Addis Ababa Central,PM2.5 - Principal,2018-01-16 17:00:00,2018,1,16,17,30.8,90,Moderate,32.0,UG/M3,1 Hr,Valid
296,Addis Ababa Central,PM2.5 - Principal,2018-01-16 18:00:00,2018,1,16,18,31.9,93,Moderate,33.0,UG/M3,1 Hr,Valid
297,Addis Ababa Central,PM2.5 - Principal,2018-01-16 19:00:00,2018,1,16,19,26.9,82,Moderate,22.0,UG/M3,1 Hr,Valid
298,Addis Ababa Central,PM2.5 - Principal,2018-01-16 20:00:00,2018,1,16,20,32.4,94,Moderate,38.0,UG/M3,1 Hr,Valid
299,Addis Ababa Central,PM2.5 - Principal,2018-01-16 21:00:00,2018,1,16,21,29.2,87,Moderate,26.0,UG/M3,1 Hr,Valid
300,Addis Ababa Central,PM2.5 - Principal,2018-01-16 22:00:00,2018,1,16,22,26.9,82,Moderate,24.0,UG/M3,1 Hr,Valid
301,Addis Ababa Central,PM2.5 - Principal,2018-01-16 23:00:00,2018,1,16,23,24.9,78,Moderate,22.0,UG/M3,1 Hr,Valid
302,Addis Ababa Central,PM2.5 - Principal,2018-01-17 00:00:00,2018,1,17,0,19.6,67,Moderate,15.0,UG/M3,1 Hr,Valid
303,Addis Ababa Central,PM2.5 - Principal,2018-01-17 01:00:00,2018,1,17,1,18.3,64,Moderate,17.0,UG/M3,1 Hr,Valid
304,Addis Ababa Central,PM2.5 - Principal,2018-01-17 02:00:00,2018,1,17,2,16.6,60,Moderate,15.0,UG/M3,1 Hr,Valid
305,Addis Ababa Central,PM2.5 - Principal,2018-01-17 03:00:00,2018,1,17,3,12.3,51,Moderate,8.0,UG/M3,1 Hr,Valid
306,Addis Ababa Central,PM2.5 - Principal,2018-01-17 04:00:00,2018,1,17,4,10.6,44,Good,9.0,UG/M3,1 Hr,Valid
307,Addis Ababa Central,PM2.5 - Principal,2018-01-17 05:00:00,2018,1,17,5,10.3,43,Good,10.0,UG/M3,1 Hr,Valid
308,Addis Ababa Central,PM2.5 - Principal,2018-01-17 06:00:00,2018,1,17,6,12.6,52,Moderate,15.0,UG/M3,1 Hr,Valid
309,Addis Ababa Central,PM2.5 - Principal,2018-01-17 07:00:00,2018,1,17,7,14.8,57,Moderate,17.0,UG/M3,1 Hr,Valid
310,Addis Ababa Central,PM2.5 - Principal,2018-01-17 08:00:00,2018,1,17,8,17.4,62,Moderate,20.0,UG/M3,1 Hr,Valid
311,Addis Ababa Central,PM2.5 - Principal,2018-01-17 09:00:00,2018,1,17,9,19.7,67,Moderate,22.0,UG/M3,1 Hr,Valid
312,Addis Ababa Central,PM2.5 - Principal,2018-01-17 10:00:00,2018,1,17,10,34.8,99,Moderate,50.0,UG/M3,1 Hr,Valid
313,Addis Ababa Central,PM2.5 - Principal,2018-01-17 11:00:00,2018,1,17,11,30.9,91,Moderate,27.0,UG/M3,1 Hr,Valid
314,Addis Ababa Central,PM2.5 - Principal,2018-01-17 12:00:00,2018,1,17,12,30.4,89,Moderate,30.0,UG/M3,1 Hr,Valid
315,Addis Ababa Central,PM2.5 - Principal,2018-01-17 13:00:00,2018,1,17,13,30.7,90,Moderate,31.0,UG/M3,1 Hr,Valid
316,Addis Ababa Central,PM2.5 - Principal,2018-01-17 14:00:00,2018,1,17,14,31.8,92,Moderate,33.0,UG/M3,1 Hr,Valid
317,Addis Ababa Central,PM2.5 - Principal,2018-01-17 15:00:00,2018,1,17,15,32.4,94,Moderate,33.0,UG/M3,1 Hr,Valid
318,Addis Ababa Central,PM2.5 - Principal,2018-01-17 16:00:00,2018,1,17,16,29.2,87,Moderate,26.0,UG/M3,1 Hr,Valid
319,Addis Ababa Central,PM2.5 - Principal,2018-01-17 17:00:00,2018,1,17,17,26.6,81,Moderate,24.0,UG/M3,1 Hr,Valid
320,Addis Ababa Central,PM2.5 - Principal,2018-01-17 18:00:00,2018,1,17,18,26.8,82,Moderate,27.0,UG/M3,1 Hr,Valid
321,Addis Ababa Central,PM2.5 - Principal,2018-01-17 19:00:00,2018,1,17,19,29.9,88,Moderate,33.0,UG/M3,1 Hr,Valid
322,Addis Ababa Central,PM2.5 - Principal,2018-01-17 20:00:00,2018,1,17,20,41.4,116,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
323,Addis Ababa Central,PM2.5 - Principal,2018-01-17 21:00:00,2018,1,17,21,33.2,95,Moderate,25.0,UG/M3,1 Hr,Valid
324,Addis Ababa Central,PM2.5 - Principal,2018-01-17 22:00:00,2018,1,17,22,26.6,81,Moderate,20.0,UG/M3,1 Hr,Valid
325,Addis Ababa Central,PM2.5 - Principal,2018-01-17 23:00:00,2018,1,17,23,23.3,75,Moderate,20.0,UG/M3,1 Hr,Valid
326,Addis Ababa Central,PM2.5 - Principal,2018-01-18 00:00:00,2018,1,18,0,26.6,81,Moderate,30.0,UG/M3,1 Hr,Valid
327,Addis Ababa Central,PM2.5 - Principal,2018-01-18 01:00:00,2018,1,18,1,23.3,75,Moderate,20.0,UG/M3,1 Hr,Valid
328,Addis Ababa Central,PM2.5 - Principal,2018-01-18 02:00:00,2018,1,18,2,18.6,65,Moderate,14.0,UG/M3,1 Hr,Valid
329,Addis Ababa Central,PM2.5 - Principal,2018-01-18 03:00:00,2018,1,18,3,15.3,58,Moderate,12.0,UG/M3,1 Hr,Valid
330,Addis Ababa Central,PM2.5 - Principal,2018-01-18 04:00:00,2018,1,18,4,14.6,56,Moderate,14.0,UG/M3,1 Hr,Valid
331,Addis Ababa Central,PM2.5 - Principal,2018-01-18 05:00:00,2018,1,18,5,12.8,52,Moderate,11.0,UG/M3,1 Hr,Valid
332,Addis Ababa Central,PM2.5 - Principal,2018-01-18 06:00:00,2018,1,18,6,13.9,55,Moderate,15.0,UG/M3,1 Hr,Valid
333,Addis Ababa Central,PM2.5 - Principal,2018-01-18 07:00:00,2018,1,18,7,13.4,54,Moderate,13.0,UG/M3,1 Hr,Valid
334,Addis Ababa Central,PM2.5 - Principal,2018-01-18 08:00:00,2018,1,18,8,18.2,64,Moderate,23.0,UG/M3,1 Hr,Valid
335,Addis Ababa Central,PM2.5 - Principal,2018-01-18 09:00:00,2018,1,18,9,41.1,115,Unhealthy for Sensitive Groups,64.0,UG/M3,1 Hr,Valid
336,Addis Ababa Central,PM2.5 - Principal,2018-01-18 10:00:00,2018,1,18,10,58.5,153,Unhealthy,76.0,UG/M3,1 Hr,Valid
337,Addis Ababa Central,PM2.5 - Principal,2018-01-18 11:00:00,2018,1,18,11,41.7,116,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
338,Addis Ababa Central,PM2.5 - Principal,2018-01-18 12:00:00,2018,1,18,12,30.8,90,Moderate,20.0,UG/M3,1 Hr,Valid
339,Addis Ababa Central,PM2.5 - Principal,2018-01-18 13:00:00,2018,1,18,13,28.4,85,Moderate,26.0,UG/M3,1 Hr,Valid
340,Addis Ababa Central,PM2.5 - Principal,2018-01-18 14:00:00,2018,1,18,14,29.2,87,Moderate,30.0,UG/M3,1 Hr,Valid
341,Addis Ababa Central,PM2.5 - Principal,2018-01-18 15:00:00,2018,1,18,15,29.6,88,Moderate,30.0,UG/M3,1 Hr,Valid
342,Addis Ababa Central,PM2.5 - Principal,2018-01-18 16:00:00,2018,1,18,16,28.8,86,Moderate,28.0,UG/M3,1 Hr,Valid
343,Addis Ababa Central,PM2.5 - Principal,2018-01-18 17:00:00,2018,1,18,17,26.9,82,Moderate,25.0,UG/M3,1 Hr,Valid
344,Addis Ababa Central,PM2.5 - Principal,2018-01-18 18:00:00,2018,1,18,18,24.9,78,Moderate,23.0,UG/M3,1 Hr,Valid
345,Addis Ababa Central,PM2.5 - Principal,2018-01-18 19:00:00,2018,1,18,19,26.9,82,Moderate,29.0,UG/M3,1 Hr,Valid
346,Addis Ababa Central,PM2.5 - Principal,2018-01-18 20:00:00,2018,1,18,20,40.9,114,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
347,Addis Ababa Central,PM2.5 - Principal,2018-01-18 21:00:00,2018,1,18,21,36.4,103,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
348,Addis Ababa Central,PM2.5 - Principal,2018-01-18 22:00:00,2018,1,18,22,32.7,94,Moderate,29.0,UG/M3,1 Hr,Valid
349,Addis Ababa Central,PM2.5 - Principal,2018-01-18 23:00:00,2018,1,18,23,29.8,88,Moderate,27.0,UG/M3,1 Hr,Valid
350,Addis Ababa Central,PM2.5 - Principal,2018-01-19 00:00:00,2018,1,19,0,26.4,81,Moderate,23.0,UG/M3,1 Hr,Valid
351,Addis Ababa Central,PM2.5 - Principal,2018-01-19 01:00:00,2018,1,19,1,21.7,71,Moderate,17.0,UG/M3,1 Hr,Valid
